"","Species","Habitat","Scenario","Mean","SD","Median","Q1","Q3","IQR","Minimum","MinimumOutlier","Maximum","MaximumOutlier"
"131","BOCH","conifer",0.05,-0.16777980440681,0.0642388070600766,-0.203619170741952,-0.216953507996293,-0.14103831069933,0.0759151972969627,-0.330826303941737,-0.257343175068133,-0.0271655147538862,-0.0187725163491235
"132","BOCH","conifer",0.15,-0.161827923227894,0.0756207886245505,-0.197025867608093,-0.212791267283494,-0.128252897029807,0.0845383702536871,-0.339598822664025,-0.261126458149842,-0.00144534164927643,0.0411735154510655
"133","BOCH","conifer",0.25,-0.0803998052213667,0.0719502498676007,-0.107811102637083,-0.126098761580197,-0.0690592588461841,0.0570395027340129,-0.211658015681216,-0.15475874352628,0.0164999952548352,0.132186381078809
"134","BOCH","conifer",0.35,-0.0155205491834501,0.0851907135451182,-0.049141064927633,-0.0664858947285981,-0.00152922844798753,0.0649566662806105,-0.163920894149514,-0.0866218427210076,0.0959057709729283,0.226532740761711
"135","BOCH","conifer",0.45,0.0392963935859912,0.102847135313584,0.00107625137908066,-0.0289325521181777,0.0689584828514185,0.0978910349695962,-0.175769104572572,-0.0539632789575435,0.215795035305813,0.32632745935141
"136","BOCH","conifer",0.55,0.123631444880129,0.104184911316828,0.0855153299431765,0.0578385691529623,0.150284549165643,0.0924459800126806,-0.0808304008660586,0.0126189015884169,0.288953519184664,0.412256240180377
"137","BOCH","conifer",0.65,0.179866882847002,0.110396024206914,0.164008191971368,0.102327896890897,0.221537833642823,0.119209936751926,-0.0764870082369919,0.0481068531615332,0.400352738770712,0.476089846594627
"138","BOCH","conifer",0.75,0.183978858254154,0.127937018292968,0.160147470495357,0.0874403983874197,0.21113510909641,0.12369471070899,-0.0981016676760655,0.0567886334573275,0.396677175159895,0.523851436261703
"139","BOCH","conifer",0.85,0.22009861950222,0.154701414863637,0.193211032785119,0.0887880762304821,0.2530204187875,0.164232342557018,-0.157560437605045,0.0690144221557919,0.499368932623027,0.634581591592793
"140","BOCH","conifer",0.95,0.306027439386527,0.196496130623569,0.286372737985872,0.135515508670369,0.3512973763052,0.215781867634831,-0.188157292781878,0.101068691384607,0.674970177757446,0.811528477589725
"141","BRCR","conifer",0.05,0.0157205606524197,0.013525271063047,0.0110521664606576,0.00481136898303968,0.0279210506227479,0.0231096816397082,-0.0298531534765226,-0.00464259719672087,0.0625855730823102,0.0429440224487979
"142","BRCR","conifer",0.15,0.0187408477260401,0.021886208106268,0.00893794724345737,0.00147898813765393,0.03557590905664,0.0340969209189861,-0.0496663932408252,-0.00845204214453034,0.0867212904351191,0.065346217809667
"143","BRCR","conifer",0.25,0.0128508689934528,0.0175391272326646,0.00902861722108232,-0.00275428426180203,0.0277501515312534,0.0305044357930555,-0.0485109379513852,-0.0155931765441306,0.0735068052208366,0.0471925417984732
"144","BRCR","conifer",0.35,0.0113914132076691,0.021242635316858,0.00809710624460366,-0.00427969903486396,0.0268238932353448,0.0311035922702088,-0.0509350874401771,-0.0268466280950464,0.073479281640658,0.0599674553028808
"145","BRCR","conifer",0.45,0.0117924726694596,0.0322241108257143,0.00543630650920043,-0.00951629612353591,0.0275977985899368,0.0371140947134727,-0.065187438193745,-0.0455468606182005,0.0832689406601458,0.0882312011804296
"146","BRCR","conifer",0.55,0.0494203921641206,0.0464790350063305,0.0408301058480553,0.011086554795175,0.0778169561717655,0.0667304013765905,-0.0890090472697109,-0.0176633377181629,0.177912558236651,0.150634572974658
"147","BRCR","conifer",0.65,0.0859052618771637,0.0605263473429001,0.0785023357189143,0.0344151822614079,0.117605462040244,0.0831902797788362,-0.0903702374068464,-0.00752896893895255,0.242390881708498,0.229437334216415
"148","BRCR","conifer",0.75,0.178099992306802,0.0667405764833842,0.176710560309056,0.122735068606611,0.223568952570935,0.100833883964324,-0.028515757339876,0.0715891559285502,0.374819778517422,0.308765447686483
"149","BRCR","conifer",0.85,0.232238835084958,0.0834666550242135,0.23685332536717,0.182517358163041,0.282392929624289,0.0998755714612476,0.0327040009711699,0.0914005727003825,0.43220628681616,0.388199849269595
"150","BRCR","conifer",0.95,0.297814459561515,0.106177746142832,0.302108962683095,0.219576958518418,0.370600806286161,0.151023847767743,-0.00695881313319618,0.127329433582803,0.597136577937775,0.493429677224169
"151","BTNW","mixedwood",0.05,-0.0510522940673037,0.0128126991652133,-0.0538336755768225,-0.0625053589265947,-0.0422709510071547,0.0202344079194401,-0.0928569708057548,-0.0738844565733349,-0.0119193391279946,-0.0251476851706901
"152","BTNW","mixedwood",0.15,-0.0484462532333672,0.0526693441162828,-0.0654645899623213,-0.0937743969600268,0.0130824401719844,0.106856837132011,-0.254059652658044,-0.129785834134808,0.173367695870001,0.0447722107727319
"153","BTNW","mixedwood",0.25,-0.123439846826689,0.0555707543384842,-0.128164370493279,-0.165591305280489,-0.067326638161277,0.0982646671192123,-0.312988305959308,-0.215944828925287,0.0800703625175414,-0.0183424859229664
"154","BTNW","mixedwood",0.35,-0.227662319880394,0.0588731802724659,-0.228418354865428,-0.2678434457338,-0.176761236653879,0.0910822090799205,-0.404466759353681,-0.329397219172178,-0.0401379230339985,-0.11497724489578
"155","BTNW","mixedwood",0.45,-0.329499416780176,0.0777456859588157,-0.336716506919292,-0.382250151964453,-0.285627877761222,0.0966222742032313,-0.5271835632693,-0.452627976924924,-0.140694466456375,-0.178111466094788
"156","BTNW","mixedwood",0.55,-0.37203469071196,0.0963233032845856,-0.379011234474663,-0.433035498804708,-0.316169917941274,0.116865580863434,-0.608333870099858,-0.529513483989752,-0.140871546646124,-0.192676954314974
"157","BTNW","mixedwood",0.65,-0.430617417810165,0.147681234768833,-0.465669918731787,-0.517629782215395,-0.327327380356865,0.19030240185853,-0.80308338500319,-0.646355539837887,-0.04187377756907,-0.148598019482324
"158","BTNW","mixedwood",0.75,-0.493026747145976,0.172791935447685,-0.460826002023058,-0.644119411813787,-0.37056437095775,0.273555040856037,-1.05445197309784,-0.805350604337049,0.0397681903263052,-0.224095346086205
"159","BTNW","mixedwood",0.85,-0.714359633759929,0.223550361401084,-0.69068160987289,-0.888894625342034,-0.497037316145801,0.391857309196233,-1.47668058913638,-1.09804233084953,0.0907486476485481,-0.402401469223653
"160","BTNW","mixedwood",0.95,-1.32037965858968,0.36384240288268,-1.40401909134041,-1.56784769860621,-1.11656248992394,0.451285208682271,-2.24477551162961,-1.90678172679216,-0.439634676900529,-0.471843485035574
"161","CAWA","deciduous",0.05,-0.0375742103475774,0.0211960426476503,-0.0395081615271675,-0.0554692563623547,-0.0246046703096386,0.0308645860527161,-0.101766135441429,-0.0684159598118262,0.0216922087694356,0.0249281293439803
"162","CAWA","deciduous",0.15,-0.0557218920698857,0.0538934260357121,-0.0681308121571789,-0.101209384720764,-0.00888481745348297,0.0923245672672813,-0.239696235621686,-0.121692612463664,0.129602033447439,0.0705640239089145
"163","CAWA","deciduous",0.25,-0.152762640543998,0.061527936385796,-0.161380141208033,-0.202575634113073,-0.107971578318448,0.0946040557946249,-0.344481717805011,-0.231918928886902,0.0339345053734891,-0.00436940824070598
"164","CAWA","deciduous",0.35,-0.271507329639126,0.0731037472881048,-0.282256324167619,-0.327892727003635,-0.22873296699576,0.0991597600078751,-0.476632367015447,-0.36850928136801,-0.0799933269839469,-0.100065883123334
"165","CAWA","deciduous",0.45,-0.403805577357355,0.087213431992498,-0.414834548890401,-0.471440730943462,-0.354594463440036,0.116846267503426,-0.646710132198601,-0.52981328866593,-0.179325062184897,-0.204292415530798
"166","CAWA","deciduous",0.55,-0.540703795969436,0.0946488977572044,-0.550231800883219,-0.612945761963989,-0.492935855254533,0.120009906709456,-0.792960622028173,-0.693134951579389,-0.312920995190349,-0.347590062859917
"167","CAWA","deciduous",0.65,-0.685799934837807,0.120284352225531,-0.699118972313132,-0.776546892705845,-0.595797553748441,0.180749338957404,-1.04767090114195,-0.891278398083243,-0.324673545312335,-0.449725461266835
"168","CAWA","deciduous",0.75,-0.893701871774934,0.161905878342795,-0.906851028275268,-1.00835722163604,-0.759064966732204,0.249292254903832,-1.38229560399178,-1.16203884914358,-0.385126584376456,-0.62228319950189
"169","CAWA","deciduous",0.85,-1.3120863842986,0.237546767171309,-1.32643576003776,-1.52144939874886,-1.0760500878961,0.445399310852757,-2.189548365028,-1.6987623845368,-0.407951121616969,-0.936264804189285
"170","CAWA","deciduous",0.95,-2.40584674694675,0.529658273384945,-2.36574985450483,-2.84776505746491,-1.90226967741206,0.945495380052852,-4.26600812754419,-3.27521487495192,-0.484026607332784,-1.421265105461
"171","CCSP","shrub",0.05,0.15205379084818,0.0164571508617789,0.151697147483449,0.14106966575864,0.159283731566774,0.0182140658081341,0.113748567046438,0.118884119501587,0.186604830278975,0.202581215377462
"172","CCSP","shrub",0.15,0.22064630177829,0.0298255882638458,0.226268757722218,0.213031746794531,0.237806439304848,0.0247746925103172,0.175869708029055,0.158562987156721,0.274968478070324,0.275292585579174
"173","CCSP","shrub",0.25,0.195324227316318,0.028255000999396,0.192380303432222,0.180885707699538,0.218843888421796,0.0379581807222577,0.123948436616152,0.1385371246279,0.275781159505183,0.247626326271224
"174","CCSP","shrub",0.35,0.191554794966259,0.0330049509944562,0.193625429261569,0.159227074419157,0.224140682458112,0.0649136080389544,0.0618566623607256,0.143179382592578,0.321511094516543,0.24859079984187
"175","CCSP","shrub",0.45,0.186594321320799,0.0450166681381649,0.195503694763817,0.14159149181407,0.226855747444528,0.0852642556304574,0.0136951083683843,0.111852737812686,0.354752130890214,0.272670289466095
"176","CCSP","shrub",0.55,0.133034563134829,0.0568857275880686,0.141900686846471,0.0785133420505796,0.186732793961876,0.108219451911297,-0.0838158358163658,0.0504169478289332,0.349061971828822,0.228858160072076
"177","CCSP","shrub",0.65,0.0951448912710702,0.060523389522317,0.0952883485509229,0.0399201119141345,0.144164367848551,0.104244255934417,-0.116446271987491,0.00288133371301751,0.300530751750177,0.207694517749476
"178","CCSP","shrub",0.75,0.155367752633767,0.0688027159508162,0.14914138161378,0.0940630589154253,0.224195187202633,0.130132128287207,-0.101135133515386,0.0478151314890546,0.419393379633444,0.264085707203907
"179","CCSP","shrub",0.85,0.132311381727217,0.0798584851584107,0.12146649464266,0.065987210294554,0.211441352598477,0.145454142303923,-0.15219400316133,-0.0199764702157789,0.429622566054361,0.256274272183675
"180","CCSP","shrub",0.95,0.010493827861291,0.113212688097489,-0.0124105838751135,-0.0671773788672175,0.116896245553153,0.18407362442037,-0.343287815497773,-0.274623783150091,0.393006682183708,0.191283049613806
"181","CHSP","generalist",0.05,-0.205010986687504,0.0242643336534116,-0.202772985966787,-0.220584035936456,-0.189140571153702,0.0314434647827533,-0.267749233110586,-0.256683749446521,-0.141975373979572,-0.162073749972608
"182","CHSP","generalist",0.15,-0.26455799075118,0.0325129487346485,-0.262146958941526,-0.292964352373951,-0.241645482414499,0.0513188699594524,-0.36994265731313,-0.325260427835116,-0.16466717747532,-0.205331047027527
"183","CHSP","generalist",0.25,-0.282418460480333,0.0338018455063266,-0.280836218750757,-0.30633529768329,-0.258423511005645,0.047911786677645,-0.378202977699758,-0.350215030760407,-0.186555830989178,-0.218859152941488
"184","CHSP","generalist",0.35,-0.315778961188277,0.0478315080044802,-0.308166600642623,-0.359055587989829,-0.283460947779796,0.0755946402100337,-0.47244754830488,-0.395798781602971,-0.170068987464745,-0.193486597409746
"185","CHSP","generalist",0.45,-0.330760967626436,0.0570490130886589,-0.329390433435465,-0.382646816636684,-0.297430611044075,0.0852162055926085,-0.510471125025596,-0.422237121298727,-0.169606302655163,-0.18540016482213
"186","CHSP","generalist",0.55,-0.275386586397789,0.0598780939321385,-0.273742051621062,-0.317491976173476,-0.238867695195307,0.0786242809781691,-0.43542839764073,-0.378476473214794,-0.120931273728054,-0.125985086986371
"187","CHSP","generalist",0.65,-0.240402207125969,0.0606459256916228,-0.245398231574695,-0.277273022551417,-0.209828510255331,0.0674445122960858,-0.378439790995546,-0.337944738865162,-0.108661741811203,-0.0764147225733816
"188","CHSP","generalist",0.75,-0.287603978215758,0.0533956085416538,-0.297710819639848,-0.321144546995489,-0.264984688153131,0.0561598588423579,-0.405384335259026,-0.367431410503043,-0.180744899889594,-0.128540791281764
"189","CHSP","generalist",0.85,-0.279947007948644,0.0459932523369832,-0.276587076732412,-0.315381808134879,-0.255848081163675,0.0595337269712034,-0.404682398591684,-0.371320841767048,-0.16654749070687,-0.158032647760649
"190","CHSP","generalist",0.95,-0.21809650158975,0.052800187151813,-0.209397047097167,-0.259855456851354,-0.171365398603126,0.0884900582482278,-0.392590544223695,-0.34331536430869,-0.0386303112307841,-0.126792541411764
"191","CONW","mixedwood",0.05,-0.0176225678712265,0.0261769578746997,-0.0197900611037277,-0.0392064833606179,0.00741586543191939,0.0466223487925373,-0.109140006549424,-0.0609655598114429,0.0773493886207253,0.0399951514821515
"192","CONW","mixedwood",0.15,0.0301978230642755,0.0702627029860275,0.00545234538874464,-0.0229556420626983,0.073206196730512,0.0961618387932103,-0.167198400252514,-0.0595526767833746,0.217448954920327,0.167636437937795
"193","CONW","mixedwood",0.25,-0.0570925774109334,0.0747732141733014,-0.0855410609390041,-0.110359857545025,-0.015781111806609,0.094578745738416,-0.252227976152649,-0.158753273819346,0.126087006801015,0.0936993989734529
"194","CONW","mixedwood",0.35,-0.15576295237127,0.0730217031600834,-0.184779603110416,-0.205725539667525,-0.122228162928905,0.08349737673862,-0.330971604775455,-0.257388427235545,0.00301790217902484,-0.00272988390423864
"195","CONW","mixedwood",0.45,-0.2462278100208,0.0754029963525247,-0.280996569207224,-0.299381394246304,-0.218059499732118,0.0813218945141868,-0.421364236017585,-0.334832815888533,-0.0960766579608376,-0.0838794145016819
"196","CONW","mixedwood",0.55,-0.304488309093961,0.0773202025642341,-0.328149969474072,-0.360534396003011,-0.267163842654456,0.0933705533485545,-0.500590226025843,-0.401644839713021,-0.127108012631625,-0.140543698688551
"197","CONW","mixedwood",0.65,-0.360416223851374,0.101336038807139,-0.402463765142879,-0.430940598727575,-0.264449960976889,0.166490637750685,-0.680676555353603,-0.493088458299139,-0.014714004350861,-0.164699945876776
"198","CONW","mixedwood",0.75,-0.462775130640998,0.0997397300015102,-0.488785791917006,-0.545381919162076,-0.349272926409091,0.196108992752985,-0.839545408291553,-0.608792887115816,-0.0551094372796143,-0.301587283337674
"199","CONW","mixedwood",0.85,-0.631894527924115,0.132924817458292,-0.668376216255458,-0.744491862581194,-0.526216418720844,0.21827544386035,-1.07190502837172,-0.832618135919272,-0.198803252930319,-0.381680529284309
"200","CONW","mixedwood",0.95,-0.926318278179534,0.245933759240218,-0.973724942710472,-1.10535149867665,-0.758942712860823,0.346408785815825,-1.62496467740039,-1.31141656550536,-0.239329534137086,-0.41009739255239
"201","CORA","generalist",0.05,-0.0731052403330632,0.0199656620649032,-0.0783786371008909,-0.0854122085369823,-0.0521967109347277,0.0332154976022546,-0.135235454940364,-0.112765320584712,-0.00237346453134587,-0.0269076871922167
"202","CORA","generalist",0.15,-0.0750033488855727,0.0325330747642611,-0.0859638062360533,-0.100502812458116,-0.0536362342101732,0.0468665782479428,-0.17080267983003,-0.119158201027218,0.0166636331617409,-0.00125254774923743
"203","CORA","generalist",0.25,-0.142951516431411,0.0330511970423596,-0.153505081073427,-0.165383599989333,-0.122940920073388,0.0424426799159448,-0.22904761986325,-0.191115784719478,-0.0592769001994709,-0.0595907076020408
"204","CORA","generalist",0.35,-0.233358189477195,0.0286857891888156,-0.241795644316792,-0.253127784524779,-0.21298454723538,0.0401432372893998,-0.313342640458879,-0.280552523171888,-0.15276969130128,-0.156697633629437
"205","CORA","generalist",0.45,-0.310130432517561,0.0356995896511907,-0.313300946928652,-0.340585820834011,-0.284604588007435,0.0559812328265762,-0.424557670073875,-0.370535507015067,-0.20063273876757,-0.220651038385092
"206","CORA","generalist",0.55,-0.322401015159132,0.0515767346570676,-0.336872672729893,-0.36616675343844,-0.28128136807651,0.0848853853619302,-0.493494831481335,-0.413246500084154,-0.153953290033614,-0.210282127091161
"207","CORA","generalist",0.65,-0.324775428143409,0.111263474504609,-0.36060095144382,-0.422422981133657,-0.23422789553108,0.188195085602576,-0.704715609537521,-0.495763791443406,0.0480647328727839,-0.0966209890523501
"208","CORA","generalist",0.75,-0.229440883156206,0.132356726064863,-0.275869186834195,-0.357475661057594,-0.105271913785797,0.252203747271798,-0.735781281965291,-0.401324400443474,0.2730337071219,0.018962661268558
"209","CORA","generalist",0.85,-0.263985308019022,0.173121821795449,-0.277002217955636,-0.454225875299489,-0.0956024444392891,0.3586234308602,-0.992161021589788,-0.49620486015114,0.44233270185101,0.0528800202888185
"210","CORA","generalist",0.95,-0.317528889242176,0.242237264859596,-0.250437916007212,-0.569175027562403,-0.084918964127971,0.484256063434432,-1.29555912271405,-0.701667168940696,0.641465131023678,0.105495167608405
"211","COYE","wetland",0.05,-0.0835923991823537,0.0277597065575942,-0.0910763330259603,-0.104327072610713,-0.0640111659471076,0.0403159066636052,-0.164800932606121,-0.12002539767174,-0.00353730595169974,-0.0234213237253296
"212","COYE","wetland",0.15,-0.153027779786158,0.0399576466840343,-0.166086165037005,-0.181628729124097,-0.13132963097675,0.0502990981473474,-0.257077376345119,-0.20069997323813,-0.0558809837557289,-0.0617797176818959
"213","COYE","wetland",0.25,-0.238756631796435,0.045587336799407,-0.255870497828352,-0.270349496675898,-0.207278007705519,0.0630714889703786,-0.364956730131466,-0.299411465960784,-0.112670774249951,-0.139130118968887
"214","COYE","wetland",0.35,-0.344509154417995,0.0477345065598009,-0.354892626754961,-0.378861432288032,-0.30782618880241,0.0710352434856226,-0.485414297516466,-0.411511110905238,-0.201273323573976,-0.243990668035926
"215","COYE","wetland",0.45,-0.443995246524623,0.0566198591170493,-0.455735024304151,-0.488833770208269,-0.399732713248752,0.0891010569595171,-0.622485355647545,-0.529592747457966,-0.266081127809476,-0.323129255688177
"216","COYE","wetland",0.55,-0.514768404789058,0.0729250008768071,-0.522382073771864,-0.566626786129274,-0.442702629690978,0.123924156438296,-0.752513020786717,-0.645216857712435,-0.256816395033534,-0.385909551988302
"217","COYE","wetland",0.65,-0.598987753263079,0.0919728572431561,-0.603914796160734,-0.656427173707999,-0.520384121210718,0.13604305249728,-0.860491752453919,-0.788443215550162,-0.316319542464798,-0.443631184655935
"218","COYE","wetland",0.75,-0.770009496133141,0.133476863704485,-0.769170137225348,-0.863378291397813,-0.661944770382188,0.201433521015625,-1.16552857292125,-1.06031192942705,-0.359794488858751,-0.561765738532337
"219","COYE","wetland",0.85,-0.968162204366139,0.21570120272933,-0.979443539903952,-1.11004405872304,-0.791596236494,0.318447822229043,-1.58771579206661,-1.43391180095421,-0.313924503150435,-0.631123485648145
"220","COYE","wetland",0.95,-1.295472786293,0.36790592321536,-1.27068217812488,-1.48037459537072,-1.00152028234412,0.478854313026604,-2.19865606491063,-2.10325826525563,-0.283238812804214,-0.682164460735444
"221","DEJU","conifer",0.05,-0.0680889768963281,0.0507266310360773,-0.0662459093093319,-0.119977909146558,-0.0210745052641179,0.0989034038824406,-0.268333014970219,-0.148474485934609,0.127280600559543,0.00689599508280177
"222","DEJU","conifer",0.15,-0.0767077087165532,0.0781814564096665,-0.0719933502981392,-0.164635438543527,-0.0163245445199339,0.148310894023594,-0.387101779578918,-0.223715428615386,0.206141796515457,0.0359528750745925
"223","DEJU","conifer",0.25,-0.0567111383468065,0.102487574763007,-0.0382211667859263,-0.163520775659314,0.0378965993129326,0.201417374972246,-0.465646838117683,-0.206127753626605,0.340022661771302,0.103450249073926
"224","DEJU","conifer",0.35,-0.0516957129865126,0.132759744581439,-0.0580772508340323,-0.160094771874032,0.0881619561915603,0.248256728065593,-0.532479863972422,-0.259060889563092,0.460547048289949,0.164607322249678
"225","DEJU","conifer",0.45,-0.0441742821613043,0.150493665887666,-0.0601135007552871,-0.174126272457671,0.121073354302253,0.295199626759924,-0.616925712597558,-0.276887209876982,0.56387279444214,0.203532739365359
"226","DEJU","conifer",0.55,0.010381288275068,0.144975102299333,0.0142484516063164,-0.117225732047642,0.148192529878238,0.265418261925881,-0.515353124936464,-0.212249872718087,0.54631992276706,0.262828137396688
"227","DEJU","conifer",0.65,0.033825269268802,0.141188338789022,0.0526581494695395,-0.0880430172949986,0.141323188296721,0.229366205591719,-0.432092325682577,-0.173389134594495,0.485372496684299,0.283478988122604
"228","DEJU","conifer",0.75,0.0470834487423275,0.176611972429044,0.0622565179236916,-0.143834509133538,0.171512401902857,0.315346911036395,-0.616854875688131,-0.232506090255052,0.64453276845745,0.351928712588442
"229","DEJU","conifer",0.85,0.0757079682197332,0.178966378794866,0.059162320988245,-0.104198476881936,0.199519634686962,0.303718111568898,-0.559775644235283,-0.224029860955681,0.655096802040309,0.39793597836144
"230","DEJU","conifer",0.95,0.137065604805226,0.164272276242025,0.137050972788989,0.0160686328340669,0.246634869893989,0.230566237059922,-0.329780722755817,-0.143953199826324,0.592484225483873,0.444375049166943
"231","EAKI","deciduous",0.05,0.036272860990466,0.101552309977852,-0.0216362660015962,-0.0422857293166212,0.164291985389475,0.206577714706097,-0.352152301375766,-0.0583591086162814,0.47415855744862,0.222264489073125
"232","EAKI","deciduous",0.15,0.00715599362730767,0.142238399598105,-0.073220416652894,-0.100701320449454,0.16980670289785,0.270508023347305,-0.506463355470411,-0.133317082785259,0.575568737918807,0.251477407592875
"233","EAKI","deciduous",0.25,-0.048582157105142,0.173129533789641,-0.141735970830248,-0.178278830362843,0.159597589605261,0.337876419968104,-0.685093460315,-0.230404213351073,0.666412219557418,0.254343102084201
"234","EAKI","deciduous",0.35,-0.113837718320551,0.219322592750862,-0.229405162719765,-0.274428170562207,0.143145947445481,0.417574118007688,-0.900789347573739,-0.347345771764273,0.769507124457013,0.268509173188069
"235","EAKI","deciduous",0.45,-0.17913780243486,0.261818537705088,-0.309977125620877,-0.381367106217229,0.113759370100205,0.495126476317434,-1.12405682069338,-0.489366196835389,0.856449084576355,0.273952866272165
"236","EAKI","deciduous",0.55,-0.236429675764686,0.278358652827295,-0.348566091742867,-0.456711063747713,0.0662708328983261,0.522981896646039,-1.24118390871677,-0.617110520698707,0.850743677867384,0.238134421676375
"237","EAKI","deciduous",0.65,-0.286589521859854,0.312123676973407,-0.403286264704615,-0.555034524343103,0.0692524304556985,0.624286954798801,-1.49146495654131,-0.735431741985396,1.0056828626539,0.250744290483783
"238","EAKI","deciduous",0.75,-0.351970236821894,0.436608527992108,-0.534316148077579,-0.719061791766172,0.180056864182525,0.899118655948697,-2.06773977568922,-0.929403371749758,1.52873484810557,0.365620496568941
"239","EAKI","deciduous",0.85,-0.426322133748573,0.548039034668715,-0.590575216948609,-0.886790740836427,0.268113370146335,1.15490411098276,-2.61914690731057,-1.19703189310652,2.00046953662048,0.425810811570416
"240","EAKI","deciduous",0.95,-0.543584112619071,0.704657968907261,-0.629515344142233,-1.07821708877028,0.3355410615932,1.41375815036348,-3.19885431431549,-1.82634992915788,2.45617828713841,0.481712607031935
"241","EVGR","conifer",0.05,0.0632587019464931,0.0224003605132799,0.0678217645703416,0.0456525684010345,0.0794689732504592,0.0338164048494246,-0.00507203887310239,0.0181356046788198,0.130193580524596,0.102515528985414
"242","EVGR","conifer",0.15,0.139933236792542,0.0426346927100789,0.148580990477439,0.114794326212605,0.166906232211802,0.0521119059991973,0.0366264672138089,0.0433086132543008,0.245074091210598,0.207287257446058
"243","EVGR","conifer",0.25,0.170527813756021,0.0549104958143922,0.188644822303656,0.119400222349657,0.200258912801322,0.0808586904516657,-0.00188781332784195,0.0293734812507457,0.321546948478821,0.25402087090902
"244","EVGR","conifer",0.35,0.227414814638197,0.0653647814070988,0.236433183464516,0.176968402488434,0.269208705913291,0.092240303424857,0.0386079473511483,0.0547323461274028,0.407569161050576,0.326414815972346
"245","EVGR","conifer",0.45,0.262712664397773,0.078285543390839,0.253096240507042,0.20944608755146,0.315157986346165,0.105711898794705,0.0508782393594023,0.0792614970715061,0.473725834538222,0.420425215743351
"246","EVGR","conifer",0.55,0.24209944465244,0.090326818884041,0.253317326710957,0.182063296131022,0.299915774853408,0.117852478722386,0.00528457804744237,0.0603161442128591,0.476694492936988,0.458007322412003
"247","EVGR","conifer",0.65,0.236791376953429,0.0983138535821637,0.254768434506074,0.154738188709297,0.283045277498821,0.128307088789524,-0.0377224444749885,0.0496890088544825,0.475505910683107,0.478138468570063
"248","EVGR","conifer",0.75,0.332843138037485,0.12765068399626,0.324477225465931,0.257752672644009,0.379323302329622,0.121570629685612,0.0753967281155909,0.0894882379554401,0.56167924685804,0.641446648384569
"249","EVGR","conifer",0.85,0.338920180400719,0.150384869206704,0.309082468794249,0.243954419730752,0.40372834032142,0.159773920590668,0.0042935388447492,0.0829784197119139,0.643389221207423,0.706838971965662
"250","EVGR","conifer",0.95,0.235346169197943,0.174160993190867,0.188739481975955,0.115539150044908,0.33781732388004,0.222278173835132,-0.21787811070779,-0.0241912810056344,0.671234584632738,0.630930702985445
"251","FOSP","conifer",0.05,0.0681513015981702,0.0259540812415208,0.0667269207015022,0.0537241773943837,0.0906611647059568,0.0369369873115731,-0.00168130357297596,0.0122612568559009,0.146066645673317,0.126229345998134
"252","FOSP","conifer",0.15,0.112510730460214,0.0501811172700396,0.106061027505363,0.0867516122533523,0.138963444282506,0.0522118320291536,0.00843386420962187,0.0144860269349618,0.217281192326236,0.240262030237018
"253","FOSP","conifer",0.25,0.178048444977855,0.0654669560496347,0.165413894452729,0.127579538647661,0.235822062519209,0.108242523871548,-0.0347842471596603,0.0571688942209821,0.39818584832653,0.308665069267572
"254","FOSP","conifer",0.35,0.295990701903822,0.100376168856062,0.295600601609688,0.201403935924018,0.381132052895729,0.179728116971711,-0.068188239533549,0.132799951838478,0.650724228353295,0.479763862443655
"255","FOSP","conifer",0.45,0.394910175493917,0.1449236727026,0.401374660647104,0.280568660046869,0.504064782467861,0.223496122420993,-0.0546755235846204,0.138084405014548,0.83930896609935,0.669882237121296
"256","FOSP","conifer",0.55,0.388709075686555,0.153872185464018,0.371848732889833,0.305800195368348,0.51451462198705,0.208714426618702,-0.00727144455970491,0.116762793241774,0.827586261915103,0.706006497540657
"257","FOSP","conifer",0.65,0.38918223524964,0.156522888939692,0.365799483844011,0.305088614120343,0.52640153025829,0.221312916137946,-0.0268807600865757,0.106325791484554,0.858370904465209,0.71835501509345
"258","FOSP","conifer",0.75,0.461094767775874,0.180470470139877,0.532636394858001,0.311060449318121,0.603625694409185,0.292565245091064,-0.127787418318475,0.123544736166086,1.04247356204578,0.740483532049464
"259","FOSP","conifer",0.85,0.535519681254935,0.19500800502259,0.613134211006076,0.373431294476292,0.681184400541519,0.307753106065227,-0.0881983646215485,0.155018800238232,1.14281405963936,0.791859721582041
"260","FOSP","conifer",0.95,0.564760950536332,0.177912698337483,0.625857076843204,0.391248684352618,0.701708693969741,0.310460009617123,-0.0744413300730668,0.195722961828383,1.16739870839542,0.818607212488832
"261","GCKI","conifer",0.05,-0.068575025351084,0.0172900252917282,-0.0722952298880558,-0.0833303029206426,-0.056702859737668,0.0266274431829746,-0.123271467695104,-0.0974939737900372,-0.0167616949632061,-0.0277582166031311
"262","GCKI","conifer",0.15,-0.0369457902842077,0.0637963808328306,-0.0674590759585602,-0.0861239530451062,0.0399620352317367,0.126085988276843,-0.275252935460371,-0.123439541559088,0.229091017647001,0.0930381428011361
"263","GCKI","conifer",0.25,-0.0726495543073536,0.058079549998956,-0.0899243992550519,-0.11212485321669,-0.00612259300921655,0.106002260207473,-0.271128243527899,-0.159947289901261,0.152880797301993,0.056059197756203
"264","GCKI","conifer",0.35,-0.125842221457455,0.0526100804935276,-0.142087775499252,-0.157666761194823,-0.0854394348403683,0.0722273263544543,-0.266007750726504,-0.213185929786932,0.0229015546913131,-0.00865842837978571
