"","Species","Habitat","Scenario","Mean","SD","Median","Q1","Q3","IQR","Minimum","MinimumOutlier","Maximum","MaximumOutlier"
"106","BHCO","grassland",0.55,-0.165077658011057,0.205262268139314,-0.0431984164628667,-0.328637090994537,-0.0236919392543325,0.304945151740204,-0.786054818604843,-0.53200620361992,0.433725788355974,0.0949138906606256
"107","BHCO","grassland",0.65,-0.222564506493418,0.250131823045171,-0.128249324803074,-0.39622273131168,0.0200549835274954,0.416277714839175,-1.02063930357044,-0.711340709290457,0.644471555786258,0.0667964098547229
"108","BHCO","grassland",0.75,-0.107543955430802,0.410283446173269,0.115026293177361,-0.443458962116259,0.188535220635527,0.631994182751786,-1.39145023624394,-0.87669118932866,1.13652649476321,0.370586874024175
"109","BHCO","grassland",0.85,-0.230293439819604,0.518884244407292,-0.0136014369677109,-0.590984297794723,0.157695863633804,0.748680161428527,-1.71400453993751,-1.2592093831245,1.28071610577659,0.367636935078764
"110","BHCO","grassland",0.95,-0.5561394621149,0.721430997276676,-0.315269686810998,-0.95370431863553,-0.0241813722315067,0.929522946404024,-2.34798873824157,-2.31259674168393,1.37010304737453,0.283850932342451
"111","BHVI","mixedwood",0.05,-0.0971460401323382,0.0130365256919386,-0.0996741283272521,-0.10767305031133,-0.0868265824444526,0.0208464678668777,-0.138942752111647,-0.121527165923729,-0.0555568806441361,-0.0656933889357226
"112","BHVI","mixedwood",0.15,-0.143756544404624,0.0266276293179524,-0.156145777748072,-0.163687602007512,-0.130857740719202,0.0328298612883105,-0.212932393939978,-0.180086366109651,-0.0816129487867361,-0.0860334561389444
"113","BHVI","mixedwood",0.25,-0.219133805494805,0.0264138242032239,-0.227937286514144,-0.238630824424965,-0.215119650429457,0.0235111739955077,-0.273897585418226,-0.253809791591096,-0.179852889436195,-0.154333466490764
"114","BHVI","mixedwood",0.35,-0.317719310916192,0.0278061352441639,-0.323071969550979,-0.338660784136546,-0.304793157966154,0.0338676261703922,-0.389462223392135,-0.357525116766327,-0.253991718710566,-0.252527035866899
"115","BHVI","mixedwood",0.45,-0.42055104120791,0.0388780345574509,-0.428110012098015,-0.447726267236496,-0.408265148159498,0.0394611190769982,-0.506917945851993,-0.489731473731198,-0.349073469544,-0.33732418390924
"116","BHVI","mixedwood",0.55,-0.46856457222481,0.0555210364922939,-0.480864005159426,-0.50140917816229,-0.44978712647954,0.0516220516827498,-0.578842255686415,-0.575731762030023,-0.372354048955416,-0.35170821040815
"117","BHVI","mixedwood",0.65,-0.535298295831497,0.0765156263506419,-0.54490929334748,-0.580210634766641,-0.506426068710738,0.0737845660559031,-0.690887483850496,-0.686913333159241,-0.395749219626883,-0.380167012723334
"118","BHVI","mixedwood",0.75,-0.698606929323832,0.0873210755013756,-0.7124317888172,-0.760262184564278,-0.652678406325045,0.107583778239233,-0.921637851923127,-0.866432002818593,-0.491302738966196,-0.519405878961827
"119","BHVI","mixedwood",0.85,-0.875055246072318,0.100525532569427,-0.88407750169119,-0.934923559122317,-0.82407665411148,0.110846905010837,-1.10119391663857,-1.08639519143375,-0.657806296595224,-0.682987965687939
"120","BHVI","mixedwood",0.95,-1.05644682844374,0.110929242278423,-1.05024056627282,-1.12745713149721,-0.977876018308959,0.149581113188247,-1.35182880127958,-1.35235827425644,-0.753504348526589,-0.849658528905765
"121","BLPW","conifer",0.05,0.0758533082224875,0.0738578105348629,0.0705882842478599,0.0165716540635732,0.150067915679259,0.133496261615686,-0.183672738359955,-0.0727236161791153,0.350312308102787,0.189735292191404
"122","BLPW","conifer",0.15,0.128217974975776,0.104193232317218,0.155624139714715,0.0698545594633781,0.224109829509523,0.154255270046145,-0.161528345605839,-0.099398436307623,0.45549273457874,0.258888709065025
"123","BLPW","conifer",0.25,0.175482027312466,0.16281843651683,0.212198716738895,0.0581565302308401,0.311965790590934,0.253809260360093,-0.3225573603093,-0.153125697363495,0.692679681131074,0.40780301612576
"124","BLPW","conifer",0.35,0.251796523624841,0.25423027534772,0.269552586572959,0.052627107348007,0.444383727608683,0.391756620260676,-0.535007823043007,-0.245610903031971,1.0320186579997,0.626718040169457
"125","BLPW","conifer",0.45,0.324689822842226,0.343687893697838,0.335134344650371,0.0480199962528166,0.620967991566472,0.572947995313656,-0.811401996717667,-0.361433619710344,1.48038998453696,0.826029735781684
"126","BLPW","conifer",0.55,0.319296178613239,0.371826727300835,0.315685366160103,0.0247903676671266,0.634382332799365,0.609591965132238,-0.88959758003123,-0.453110241305576,1.54877028049772,0.866567997981507
"127","BLPW","conifer",0.65,0.308288509745588,0.411586440840677,0.38644546411531,0.00830338760425275,0.61154404641826,0.603240658814007,-0.896557600616758,-0.634153477904192,1.51640503463927,0.89040757066666
"128","BLPW","conifer",0.75,0.330185263922703,0.526472638381447,0.523149994253667,-0.0401506204791514,0.777011242763241,0.817161863242392,-1.26589341534274,-0.948694945642735,2.00275403762683,0.921334209383613
"129","BLPW","conifer",0.85,0.324583071976139,0.686105511294914,0.64475183246653,-0.0868575464160647,0.881050172479141,0.967907718895206,-1.53871912475887,-1.48790743439054,2.33291175082195,0.96750859577672
"130","BLPW","conifer",0.95,0.153665249488702,0.996894750743431,0.720269823995052,-0.281844402096405,0.870079688505893,1.1519240906023,-2.00973053799985,-2.80605002525882,2.59796582440934,0.975525110156546
